"","X","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"2842",33557,"Cory Redding","Baltimore Ravens","rav",2011,18,1,5,"toe ankle",3,16,"DEF",2003,3,66,76,318,"1980-11-15",4.88,0,24,0,76,279,0,0,0,0,0,0,0,0,0,0,2
"2843",33568,"David Reed","Baltimore Ravens","rav",2011,18,5,8,"served shoulder knee",2,18,"WR",2010,5,156,72,188,"1987-03-22",4.56,6.95,15,114,72,191,4.38,37,0,0,1,0,0,0,0,1,0
"2844",33586,"Ed Reed","Baltimore Ravens","rav",2011,18,0,3,"neck shoulder ankle",7,18,"DEF",2002,1,24,71,205,"1978-09-11",4.57,0,0,0,71,201,0,0,1,1,1,0,0,0,0,0,1
"2845",33604,"Ray Rice","Baltimore Ravens","rav",2011,18,0,1,"leg",18,18,"RB",2008,2,55,69,195,"1987-01-22",4.42,6.65,23,119,68,199,4.2,31.5,1,0,0,0,0,0,0,1,0
"2846",33618,"Jimmy Smith","Baltimore Ravens","rav",2011,18,4,7,"ankle thigh concussion",2,17,"DEF",2011,1,27,74,210,"1988-07-26",4.42,6.93,24,123,74,211,4.06,36,1,1,0,0,0,0,0,1,1
"2847",33636,"Terrell Suggs","Baltimore Ravens","rav",2011,18,0,1,"knee",9,9,"DEF",2003,1,10,75,265,"1982-10-11",4.84,NA,NA,NA,75,262,NA,NA,1,0,0,0,0,0,0,1,0
"2848",33654,"Lardarius Webb","Baltimore Ravens","rav",2011,18,0,1,"toe",14,14,"DEF",2009,3,88,70,179,"1985-10-12",4.35,6.77,15,121,70,179,4.1,36.5,1,0,0,0,0,0,0,0,1
"2849",33672,"Cary Williams","Baltimore Ravens","rav",2011,18,0,1,"concussion",16,16,"DEF",2008,7,229,73,185,"1984-12-23",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0
"2850",33677,"Chavis Williams","Baltimore Ravens","rav",2011,18,4,4,"foot",15,18,"DEF",NA,NA,NA,75,220,"1989-07-10",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"2851",33694,"Kris Wilson","Baltimore Ravens","rav",2011,18,0,0,"",Inf,-Inf,"TE",2004,2,61,74,245,"1981-08-22",4.62,6.88,24,119,74,248,4.1,35,1,0,0,0,0,0,0,0,0
"2852",33712,"Marshal Yanda","Baltimore Ravens","rav",2011,18,0,2,"ribs chest",16,17,"OL",2007,3,86,75,305,"1984-09-15",5.15,NA,NA,NA,76,307,NA,NA,1,0,0,2,0,0,0,0,0
"2853",33728,"Tom Zbikowski","Baltimore Ravens","rav",2011,18,2,4,"head concussion",5,17,"DEF",2008,3,86,71,209,"1985-05-22",4.44,0,24,0,71,211,0,0,0,2,0,0,0,0,0,0,0
"2854",33744,"Nick Barnett","Buffalo Bills","buf",2011,16,0,2,"ankle",5,6,"DEF",2003,1,29,74,228,"1981-05-27",4.67,7,32,123,74,236,4.08,34.5,1,0,0,0,0,0,0,0,1
"2855",33751,"Demetress Bell","Buffalo Bills","buf",2011,16,8,8,"shoulder knee",5,16,"OL",2008,7,219,77,301,"1984-05-03",5.18,7.65,9,109,77,303,4.65,26.5,1,0,1,0,0,0,0,1,0
"2856",33767,"Jairus Byrd","Buffalo Bills","buf",2011,16,0,1,"shin",13,13,"DEF",2009,2,42,72,205,"1986-10-07",4.68,0,0,0,70,207,0,0,1,0,0,0,0,0,0,1,0
"2857",33773,"Mike Caussin","Buffalo Bills","buf",2011,16,1,1,"knee",16,16,"TE",NA,NA,NA,77,252,"1987-02-26",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"2858",33787,"Scott Chandler","Buffalo Bills","buf",2011,16,2,3,"ankle",13,15,"TE",2007,4,129,79,270,"1985-07-23",4.78,7.26,16,111,79,270,4.32,30,1,0,0,0,0,0,0,0,1
"2859",33803,"Marcell Dareus","Buffalo Bills","buf",2011,16,0,1,"hand wrist",15,15,"DEF",2011,1,3,75,331,"1990-03-13",4.93,7.83,24,NA,75,319,4.62,27,1,0,0,0,0,0,2,0,0
"2860",33804,"Marcus Easley","Buffalo Bills","buf",2011,16,16,16,"illness",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"2861",33805,"Robert Eddins","Buffalo Bills","buf",2011,16,15,15,"foot",2,16,"DEF",NA,NA,NA,75,248,"1988-10-11",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"2862",33821,"Ryan Fitzpatrick","Buffalo Bills","buf",2011,16,0,1,"chest",8,8,"QB",2005,7,250,74,221,"1982-11-24",4.86,7.09,NA,105,74,232,4.07,30.5,1,0,0,1,0,0,0,0,0
"2863",33834,"Chris Hairston","Buffalo Bills","buf",2011,16,3,4,"ankle",7,10,"OL",2011,4,122,78,323,"1989-04-26",5.38,7.9,33,96,78,326,4.7,29,1,0,0,0,0,0,0,0,1
"2864",33835,"Bruce Hall","Buffalo Bills","buf",2011,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"2865",33845,"Fred Jackson","Buffalo Bills","buf",2011,16,6,6,"calf",11,16,"RB",NA,NA,NA,73,215,"1981-02-20",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"2866",33861,"Spencer Johnson","Buffalo Bills","buf",2011,16,0,2,"hip calf",3,10,"DEF",NA,NA,NA,75,304,"1981-12-12",5.06,7.78,19,111,75,286,4.53,30,1,0,0,0,1,0,0,1,0
"2867",33877,"Steve Johnson","Buffalo Bills","buf",2011,16,0,8,"groin illness shoulder hand",2,15,"WR",2008,7,224,74,210,"1986-11-28",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,0
"2868",33885,"Donald Jones","Buffalo Bills","buf",2011,16,8,9,"ankle",6,16,"WR",NA,NA,NA,72,214,"1987-12-17",4.46,6.9,20,119,72,214,4.2,41,0,0,0,0,0,0,0,0,1
"2869",33897,"Chris Kelsay","Buffalo Bills","buf",2011,16,4,6,"calf",5,10,"DEF",2003,2,48,76,263,"1979-10-31",4.75,0,23,121,76,273,0,36.5,1,0,0,0,0,0,0,1,0
"2870",33913,"Andy Levitre","Buffalo Bills","buf",2011,16,0,2,"knee shoulder",6,8,"OL",2009,2,51,74,303,"1986-05-15",5.33,0,23,103,75,305,4.52,30.5,1,0,1,0,0,0,0,1,0
"2871",33921,"Rian Lindell","Buffalo Bills","buf",2011,16,8,8,"shoulder",9,16,"K",NA,NA,NA,75,227,"1977-01-20",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
"2872",33935,"Ruvell Martin","Buffalo Bills","buf",2011,16,1,3,"knee hamstring",5,16,"WR",NA,NA,NA,76,214,"1982-08-10",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,0
"2873",33941,"Terrence McGee","Buffalo Bills","buf",2011,16,10,11,"hamstring knee",2,16,"DEF",2003,4,111,69,205,"1980-10-14",4.57,6.88,15,126,70,201,4.09,37,1,0,0,0,0,0,0,2,0
"2874",33957,"Leodis McKelvin","Buffalo Bills","buf",2011,16,0,1,"ribs",12,12,"DEF",2008,1,11,71,190,"1985-09-01",4.38,7.06,17,121,70,190,4.1,33.5,0,0,0,1,0,0,0,0,0
"2875",33962,"Shawne Merriman","Buffalo Bills","buf",2011,16,11,13,"shoulder achilles",2,16,"DEF",2005,1,12,76,264,"1984-05-25",4.64,0,25,0,76,272,0,0,1,0,1,0,0,0,0,0,1
"2876",33976,"Arthur Moats","Buffalo Bills","buf",2011,16,2,2,"calf",1,2,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,0,0,0,0,0,0,0,1,0
"2877",33990,"Kirk Morrison","Buffalo Bills","buf",2011,16,2,2,"hamstring",3,4,"DEF",2005,3,78,74,245,"1982-02-19",4.75,0,25,0,73,235,4.31,0,0,0,0,0,0,0,0,1,0
"2878",34006,"David Nelson","Buffalo Bills","buf",2011,16,0,2,"ankle illness",10,11,"WR",NA,NA,NA,77,217,"1986-11-07",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"2879",34008,"Roscoe Parrish","Buffalo Bills","buf",2011,16,14,14,"ankle",3,16,"WR",2005,2,55,69,175,"1982-07-16",4.37,0,0,0,70,168,0,0,1,0,0,0,0,0,0,0,1
"2880",34024,"Erik Pears","Buffalo Bills","buf",2011,16,0,1,"groin",10,10,"OL",NA,NA,NA,80,316,"1982-06-25",5.12,0,0,0,80,312,0,0,1,0,0,0,0,0,0,1,0
"2881",34031,"Dave Rayner","Buffalo Bills","buf",2011,16,1,2,"groin hip",14,16,"K",2005,6,202,74,215,"1982-10-26",5,0,0,0,74,210,0,0,0,0,0,0,1,0,0,1,0
"2882",34047,"Chad Rinehart","Buffalo Bills","buf",2011,16,0,1,"shoulder",13,13,"OL",2008,3,96,77,320,"1985-05-04",5.42,7.84,26,106,77,320,4.56,28.5,1,0,1,0,0,0,0,0,0
"2883",34058,"Naaman Roosevelt","Buffalo Bills","buf",2011,16,1,2,"shoulder",11,12,"WR",NA,NA,NA,72,189,"1987-12-24",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
"2884",34074,"Da'Norris Searcy","Buffalo Bills","buf",2011,16,0,1,"ankle",6,6,"DEF",2011,4,100,71,205,"1988-11-16",4.55,6.87,27,120,71,223,4.09,33,0,0,0,0,0,0,0,0,1
"2885",34089,"Brad Smith","Buffalo Bills","buf",2011,16,1,1,"hamstring",16,16,"QB",2006,4,103,74,213,"1983-12-12",4.46,7,0,128,74,213,4.33,39.5,1,0,0,0,0,0,0,1,0
"2886",34099,"Lee Smith","Buffalo Bills","buf",2011,16,2,2,"ankle",15,16,"TE",2011,5,159,78,265,"1987-11-21",4.94,7.13,25,108,78,266,4.28,29,1,0,0,0,0,0,0,0,1
"2887",34115,"C.J. Spiller","Buffalo Bills","buf",2011,16,0,1,"knee",5,5,"RB",2010,1,9,71,194,"1987-08-05",4.37,0,18,0,71,196,0,0,1,0,0,0,0,0,0,1,0
"2888",34121,"Torell Troup","Buffalo Bills","buf",2011,16,9,11,"back",1,16,"DEF",2010,2,41,75,310,"1988-11-30",5.12,7.61,34,98,75,314,4.73,29,0,0,0,1,0,0,0,0,0
"2889",34134,"Kraig Urbik","Buffalo Bills","buf",2011,16,3,4,"knee",3,16,"OL",2009,3,79,77,323,"1985-09-23",5.25,7.87,29,94,77,328,4.89,24,1,0,0,0,0,0,0,1,0
"2890",34141,"Chris White","Buffalo Bills","buf",2011,16,9,10,"hamstring knee",4,16,"DEF",2011,6,169,74,241,"1989-01-15",4.65,6.95,17,115,75,240,4.25,34,0,0,0,0,0,0,0,2,0
"2891",34153,"Johnny White","Buffalo Bills","buf",2011,16,3,5,"ankle illness concussion",4,16,"RB",2011,5,133,70,200,"1988-02-03",4.5,7.07,0,117,70,209,4.31,32.5,0,1,0,0,0,0,0,0,1
"2892",34162,"Aaron Williams","Buffalo Bills","buf",2011,16,7,9,"chest collarbone knee",4,14,"DEF",2011,2,34,72,195,"1990-04-23",4.55,6.72,18,127,72,204,4.07,37.5,1,0,1,1,0,0,0,1,0
"2893",34167,"Kyle Williams","Buffalo Bills","buf",2011,16,11,11,"ankle",6,16,"DEF",2006,5,134,73,303,"1983-06-10",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1
"2894",34180,"George Wilson","Buffalo Bills","buf",2011,16,3,4,"neck",10,13,"DEF",NA,NA,NA,72,210,"1981-03-14",4.63,7.07,0,120,72,213,3.98,35,1,1,0,0,0,0,0,0,0
"2895",34189,"Eric Wood","Buffalo Bills","buf",2011,16,7,8,"ankle knee",5,16,"OL",2009,1,28,76,310,"1986-03-18",5.19,7.56,30,99,76,310,4.51,30.5,1,0,0,0,0,0,0,1,1
"2896",34205,"James Anderson","Carolina Panthers","car",2011,16,0,3,"ankle",9,11,"DEF",2006,3,88,74,235,"1983-09-26",4.59,6.67,0,121,75,229,4.07,41,1,0,0,0,0,0,0,0,1
"2897",34217,"Antwan Applewhite","Carolina Panthers","car",2011,16,0,1,"hamstring",14,14,"DEF",NA,NA,NA,75,246,"1985-12-31",4.73,7.5,25,115,75,250,4.36,35,1,0,0,0,0,0,0,1,0
"2898",34218,"Gary Barnidge","Carolina Panthers","car",2011,16,16,16,"ankle",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"2899",34219,"Jon Beason","Carolina Panthers","car",2011,16,15,16,"achilles",1,16,"DEF",2007,1,25,72,237,"1985-01-14",4.72,0,19,111,72,237,0,0,1,0,0,0,0,0,0,0,1
"2900",34234,"Mackenzy Bernadeau","Carolina Panthers","car",2011,16,1,1,"foot",1,1,"OL",2008,7,250,76,292,"1986-01-03",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"2901",34235,"Bryant Browning","Carolina Panthers","car",2011,16,3,3,"wrist",14,16,"OL",NA,NA,NA,76,319,"1988-06-26",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
"2902",34248,"Darius Butler","Carolina Panthers","car",2011,16,1,2,"head",14,15,"DEF",2009,2,41,70,180,"1986-03-18",4.41,6.92,0,134,70,183,4.18,43,1,1,0,0,0,0,0,0,0
"2903",34263,"Dan Connor","Carolina Panthers","car",2011,16,1,2,"shoulder",10,11,"DEF",2008,3,74,75,233,"1985-11-02",4.67,0,0,0,74,231,0,0,1,0,1,0,0,0,0,0,0
"2904",34265,"Thomas Davis","Carolina Panthers","car",2011,16,14,15,"groin knee",2,16,"DEF",2005,1,14,73,235,"1983-03-22",4.6,7.09,NA,115,73,230,3.97,36.5,1,0,0,0,0,0,0,2,0
"2905",34266,"Ron Edwards","Carolina Panthers","car",2011,16,16,16,"triceps",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"2906",34278,"Sione Fua","Carolina Panthers","car",2011,16,4,4,"hamstring",13,16,"DEF",2011,3,97,73,307,"1988-06-15",5.28,7.54,30,101,73,308,4.54,24,0,0,0,0,0,0,0,1,0
"2907",34288,"Omar Gaither","Carolina Panthers","car",2011,16,4,7,"knee leg",6,13,"DEF",2006,5,168,74,235,"1984-03-18",4.78,7.31,23,116,73,234,4.28,37,0,0,0,0,0,0,0,2,0
"2908",34303,"Chris Gamble","Carolina Panthers","car",2011,16,1,3,"ankle head",3,5,"DEF",2004,1,28,73,205,"1983-03-11",4.52,0,0,0,73,198,0,0,1,1,0,0,0,0,0,0,1
"2909",34304,"David Gettis","Carolina Panthers","car",2011,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"2910",34318,"Charles Godfrey","Carolina Panthers","car",2011,16,2,5,"concussion shoulder",3,16,"DEF",2008,3,67,72,207,"1985-11-15",4.43,7.28,14,121,72,207,4.4,32.5,1,1,1,0,0,0,0,0,0
"2911",34322,"Mike Goodson","Carolina Panthers","car",2011,16,10,10,"illness hamstring",5,16,"RB",2009,4,111,71,195,"1987-05-23",4.43,6.89,14,118,72,208,4.22,39.5,0,0,0,0,0,0,0,1,0
"2912",34337,"Jordan Gross","Carolina Panthers","car",2011,16,1,3,"ankle",13,15,"OL",2003,1,8,76,305,"1980-07-20",5.05,7.69,28,112,76,300,4.39,31.5,1,0,0,0,0,0,0,0,1
"2913",34353,"Geoff Hangartner","Carolina Panthers","car",2011,16,0,1,"back",5,5,"OL",2005,5,169,77,305,"1982-04-22",5.21,7.62,26,103,77,301,4.52,28.5,1,0,0,1,0,0,0,0,0
"2914",34369,"Greg Hardy","Carolina Panthers","car",2011,16,0,2,"abdominal  illness",1,15,"DEF",2010,6,175,77,279,"1988-07-28",4.82,7.25,21,117,76,281,4.65,35,1,0,0,1,0,0,0,0,0
"2915",34374,"Jermale Hines","Carolina Panthers","car",2011,16,0,1,"illness",6,6,"DEF",2011,5,158,73,214,"1987-11-11",4.59,6.9,19,0,73,219,4.21,31,0,0,0,0,0,0,0,0,0
"2916",34377,"Brandon Hogan","Carolina Panthers","car",2011,16,11,11,"knee",1,11,"DEF",2011,4,98,70,192,"1988-04-01",4.43,0,19,0,70,192,0,0,0,0,0,0,0,0,0,1,0
"2917",34392,"Charles Johnson","Carolina Panthers","car",2011,16,1,3,"hip shoulder back",6,16,"DEF",2007,3,83,74,270,"1986-07-10",4.84,7.5,33,118,74,270,0,34,1,0,1,1,1,0,0,0,0
"2918",34408,"Ryan Kalil","Carolina Panthers","car",2011,16,0,1,"shoulder",14,14,"OL",2007,2,59,74,300,"1985-03-29",4.96,7.5,34,104,75,299,4.34,26,1,0,1,0,0,0,0,0,0
"2919",34420,"Terrell McClain","Carolina Panthers","car",2011,16,4,4,"knee",13,16,"DEF",2011,3,65,74,300,"1988-07-20",4.98,7.48,29,104,74,297,4.56,28,1,0,0,0,0,0,0,1,0
"2920",34434,"Captain Munnerlyn","Carolina Panthers","car",2011,16,2,3,"quadricep ankle hamstring",10,16,"DEF",2009,7,216,69,195,"1988-04-10",4.41,7.15,19,121,68,182,4.2,37.5,1,0,0,0,0,0,0,2,1
"2921",34449,"Legedu Naanee","Carolina Panthers","car",2011,16,1,2,"achilles foot",11,16,"WR",2007,5,172,74,225,"1983-09-16",4.41,0,19,119,74,225,0,40,1,0,0,0,0,0,0,0,2
"2922",34461,"Andre Neblett","Carolina Panthers","car",2011,16,1,1,"head",16,16,"DEF",NA,NA,NA,72,297,"1988-06-07",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0
"2923",34477,"Cam Newton","Carolina Panthers","car",2011,16,0,3,"ankle illness shoulder",3,9,"QB",2011,1,1,77,245,"1989-05-11",4.56,6.92,NA,126,77,248,4.18,35,1,0,1,0,0,0,0,0,1
"2924",34493,"Greg Olsen","Carolina Panthers","car",2011,16,0,4,"toe undisclosed knee back",7,14,"TE",2007,1,31,77,255,"1985-03-11",4.51,7.04,23,114,78,254,4.48,35.5,0,0,0,1,0,0,0,1,1
"2925",34497,"Jeff Otah","Carolina Panthers","car",2011,16,12,16,"knee head back back knee",1,16,"OL",2008,1,19,78,340,"1986-06-17",5.55,0,27,102,78,322,0,22.5,1,1,0,2,0,0,0,2,0
"2926",34501,"Jason Phillips","Carolina Panthers","car",2011,16,8,8,"calf",9,16,"DEF",2009,5,137,73,236,"1986-02-14",4.6,0,20,120,73,239,4.32,34,0,0,0,0,0,0,0,1,0
"2927",34513,"Kealoha Pilares","Carolina Panthers","car",2011,16,4,6,"ankle  thigh",1,13,"WR",2011,5,132,70,213,"1988-02-20",4.42,0,19,0,70,199,0,0,0,0,0,0,0,0,0,1,1
"2928",34525,"Jordan Pugh","Carolina Panthers","car",2011,16,4,5,"head",7,16,"DEF",2010,6,202,71,191,"1988-01-29",NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
"2929",34526,"Geoff Schwartz","Carolina Panthers","car",2011,16,16,16,"hip",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
"2930",34541,"Jeremy Shockey","Carolina Panthers","car",2011,16,1,3,"finger concussion ribs",5,11,"TE",2002,1,14,77,251,"1980-08-18",4.64,0,0,0,77,255,0,0,1,1,0,1,0,0,1,0,0
"2931",34551,"Josh Thomas","Carolina Panthers","car",2011,16,4,4,"thigh",1,4,"DEF",2011,5,143,70,196,"1989-05-03",4.46,6.99,13,126,70,191,4.15,38.5,0,0,0,0,0,0,0,1,0
"2932",34567,"Travelle Wharton","Carolina Panthers","car",2011,16,0,1,"back",13,13,"OL",2004,3,94,76,320,"1981-05-19",5.14,8.31,0,105,76,312,4.58,31.5,1,0,0,1,0,0,0,0,0
"2933",34574,"Thomas Williams","Carolina Panthers","car",2011,16,8,9,"head neck",7,16,"DEF",2008,5,155,74,244,"1984-12-25",4.86,0,26,113,73,238,0,29.5,0,2,0,0,0,0,0,0,0
"2934",34575,"Zack Williams","Carolina Panthers","car",2011,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"2935",34580,"Kion Wilson","Carolina Panthers","car",2011,16,2,3,"calf",13,15,"DEF",NA,NA,NA,72,232,"1986-10-24",4.87,0,27,123,72,239,4.53,36.5,0,0,0,0,0,0,0,1,0
"2936",34591,"Anthony Adams","Chicago Bears","chi",2011,16,2,4,"calf  back",1,14,"DEF",2003,2,57,72,310,"1980-06-18",5.13,7.68,0,109,72,299,4.59,30.5,0,0,0,1,0,0,0,1,0
"2937",34599,"Kyle Adams","Chicago Bears","chi",2011,16,8,8,"hamstring",9,16,"TE",NA,NA,NA,76,250,"1988-01-19",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"2938",34610,"Marion Barber","Chicago Bears","chi",2011,16,5,6,"calf",1,16,"RB",2005,4,109,71,218,"1983-06-10",4.49,0,20,127,71,221,0,40,1,0,0,0,0,0,0,1,0
"2939",34623,"Kahlil Bell","Chicago Bears","chi",2011,16,0,2,"knee  back",1,4,"RB",NA,NA,NA,72,219,"1986-12-10",4.74,6.87,15,114,71,212,4.2,34.5,1,0,0,1,0,0,0,1,0
"2940",34634,"Earl Bennett","Chicago Bears","chi",2011,16,5,6,"chest",3,8,"WR",2008,3,70,73,205,"1987-03-23",4.48,7.15,15,110,71,209,4.22,26,1,0,0,1,0,0,0,0,0
"2941",34650,"Zackary Bowman","Chicago Bears","chi",2011,16,0,2,"hamstring groin",2,12,"DEF",2008,5,142,73,197,"1984-11-14",4.39,7.1,18,122,72,197,4.21,30.5,0,0,0,0,0,0,0,2,0
"2942",34666,"Lance Briggs","Chicago Bears","chi",2011,16,0,5,"knee  neck ankle",1,16,"DEF",2003,3,68,73,244,"1980-11-12",4.75,0,25,113,73,242,0,33,1,1,0,0,0,0,0,1,1
"2943",34668,"Gabe Carimi","Chicago Bears","chi",2011,16,14,14,"knee",3,16,"OL",2011,1,29,79,315,"1988-06-13",5.18,0,29,109,79,314,0,31.5,1,0,0,0,0,0,0,1,0
"2944",34682,"Chris Conte","Chicago Bears","chi",2011,16,2,3,"head  foot",1,16,"DEF",2011,3,93,74,203,"1989-02-23",4.52,7.01,18,127,74,197,4.19,35.5,1,1,0,0,0,0,0,0,1
"2945",34692,"Jay Cutler","Chicago Bears","chi",2011,16,6,6,"thumb",11,16,"QB",2006,1,11,75,231,"1983-04-29",4.77,7.1,23,0,75,226,4.26,0,1,0,0,0,0,0,1,0,0
"2946",34708,"Kellen Davis","Chicago Bears","chi",2011,16,0,5,"back  elbow shoulder illness",1,16,"TE",2008,5,158,78,259,"1985-10-11",4.59,7.25,22,118,78,262,4.38,28,1,0,1,1,0,1,0,0,0
"2947",34720,"Matt Forte","Chicago Bears","chi",2011,16,4,5,"shoulder knee",10,16,"RB",2008,2,44,73,221,"1985-12-10",4.44,6.84,23,118,73,217,4.23,33,1,0,1,0,0,0,0,1,0
"2948",34723,"Chris Harris","Chicago Bears","chi",2011,16,3,4,"hamstring",2,5,"DEF",2005,6,181,72,211,"1982-08-06",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"2949",34739,"Devin Hester","Chicago Bears","chi",2011,16,0,6,"chest ankle head shin",7,16,"WR",2006,2,57,71,190,"1982-11-04",4.41,0,16,124,71,190,0,38,0,1,0,1,0,0,0,1,1
"2950",34751,"Sam Hurd","Chicago Bears","chi",2011,16,2,3,"ankle  personal legal",1,14,"WR",NA,NA,NA,75,200,"1985-04-24",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1
"2951",34765,"Johnny Knox","Chicago Bears","chi",2011,16,2,2,"back",15,16,"WR",2009,5,140,72,185,"1986-11-03",4.34,6.81,0,122,71,185,4.15,35,1,0,0,1,0,0,0,0,0
"2952",34779,"Lance Louis","Chicago Bears","chi",2011,16,2,2,"ankle",2,3,"OL",2009,7,246,74,303,"1985-04-24",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1
"2953",34789,"Patrick Mannelly","Chicago Bears","chi",2011,16,6,8,"calf  hip knee",1,16,"OL",1998,6,189,77,265,"1975-04-18",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2,0
"2954",34804,"Henry Melton","Chicago Bears","chi",2011,16,1,3,"knee shin",13,15,"DEF",2009,4,105,75,280,"1986-10-11",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,0
"2955",34816,"Brandon Meriweather","Chicago Bears","chi",2011,16,0,1,"concussion",11,11,"DEF",2007,1,24,71,195,"1984-01-14",4.47,7.06,11,111,71,195,4.33,35,0,1,0,0,0,0,0,0,0
"2956",34829,"D.J. Moore","Chicago Bears","chi",2011,16,3,3,"ankle",10,12,"DEF",2009,4,119,70,185,"1987-03-22",4.56,7.01,17,118,69,192,4.28,39.5,0,0,0,0,0,0,0,0,1
"2957",34845,"Julius Peppers","Chicago Bears","chi",2011,16,0,3,"knee",6,10,"DEF",2002,1,2,79,295,"1980-01-18",4.74,0,0,0,78,283,0,0,1,0,0,0,0,0,0,1,0
"2958",34861,"Nick Roach","Chicago Bears","chi",2011,16,0,1,"shin",16,16,"DEF",NA,NA,NA,73,246,"1985-06-16",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"2959",34876,"Matt Spaeth","Chicago Bears","chi",2011,16,1,2,"calf",4,5,"TE",2007,3,77,79,270,"1983-11-24",4.83,0,0,0,79,270,0,0,1,0,0,0,0,0,0,1,0
"2960",34891,"Chris Spencer","Chicago Bears","chi",2011,16,1,3,"hand back",5,16,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1,0,0,1,0,0,1,0,0
"2961",34907,"Craig Steltz","Chicago Bears","chi",2011,16,0,1,"hip",1,1,"DEF",2008,4,120,73,211,"1986-05-07",4.63,0,0,0,73,213,0,0,1,0,0,0,1,0,0,0,0
"2962",34908,"J.T. Thomas","Chicago Bears","chi",2011,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"2963",34924,"Charles Tillman","Chicago Bears","chi",2011,16,0,5,"hip knee quadriceps",5,14,"DEF",2003,2,35,74,210,"1981-02-23",4.49,7.05,12,131,73,207,3.89,40,1,0,0,0,1,0,0,2,0
"2964",34936,"Matt Toeaina","Chicago Bears","chi",2011,16,4,5,"knee",6,10,"DEF",2007,6,187,74,301,"1984-10-09",5.11,0,26,0,74,307,0,0,1,0,0,0,0,0,0,1,0
"2965",34952,"Brian Urlacher","Chicago Bears","chi",2011,16,0,3,"personal quadriceps knee",2,16,"DEF",2000,1,9,76,258,"1978-05-25",4.59,6.94,27,122,76,258,4.18,34,1,0,0,0,0,0,0,2,0
