"","name","position","height","weight","birthday","birthplace","college","Player_id","first_year","last_year"
"1182","Glen Coffee","RB","6-1",200,"1987-05-01","in Eglin AFB, FL","Alabama (College Stats)","CoffGl00",2009,2009
"1183","Chase Coffman","TE","6-5",250,"1986-11-10","in Peculiar, MO","Missouri (College Stats)","CoffCh00",2010,2016
"1184","Barry Cofield","DT","6-4",303,"1984-03-19","in Cleveland, OH","Northwestern (College Stats)","CofiBa20",2006,2015
"1185","Joe Cohen","DT","6-2",315,"1984-06-06","in Miami, FL","Florida (College Stats)","CoheJo00",2009,2009
"1186","Landon Cohen","DT","6-3",274,"1986-08-03","in Spartanburg, SC","Ohio (College Stats)","CoheLa99",2008,2013
"1187","Tarik Cohen","RB","5-6",191,"1995-07-26","in Bunn, NC","North Carolina A&T","CoheTa00",2017,2020
"1188","Adrian Colbert","SS","6-2",205,"1993-10-06","in Mineral Wells, TX","Miami (FL) (College Stats)","ColbAd00",2017,2021
"1189","Keary Colbert","WR","6-1",205,"1982-05-21","in Oxnard, CA","USC (College Stats)","ColbKe00",2004,2011
"1190","Ricardo Colclough","DB","5-11",194,"1983-09-26","in Sumter, SC","Tusculum","ColcRi20",2004,2009
"1191","AJ Cole III","P","6-4",220,"1995-11-27","in College Park, GA","North Carolina St.","ColeAJ01",2019,2021
"1192","Audie Cole","ILB","6-4",246,"1989-06-01","in Ypsilanti, MI","North Carolina St. (College Stats)","ColeAu00",2012,2016
"1193","Colin Cole","DT","6-2",325,"1980-06-24","in Toronto, Ontario","Iowa","ColeCo20",2004,2015
"1194","Dylan Cole","LB","6-0",237,"1994-05-19","in Springfield, MO","Missouri State","ColeDy00",2017,2021
"1195","Justin Cole","LB","6-3",242,"1987-11-22","in Chino Hills, CA","San Jose St. (College Stats)","ColeJu00",2011,2012
"1196","Keelan Cole","WR","6-1",194,"1993-04-20","in Louisville, KY","Kentucky Wesleyan","ColeKe00",2017,2021
"1197","Marquice Cole","DB","5-11",184,"1983-11-13","in Hazel Crest, IL","Northwestern (College Stats)","ColeMa01",2009,2013
"1198","Mason Cole","C","6-5",298,"1996-03-28","in Chicago, IL","Michigan (College Stats)","ColeMa02",2018,2021
"1199","Matt Cole","WR","5-10",200,"1996-11-07","in Chicago, IL","McKendree University","ColeMa03",2020,2020
"1200","Nick Cole","C","6-0",350,"1984-07-28","in Lawton, OK","New Mexico St. (College Stats)","ColeNi20",2006,2010
"1201","Trent Cole","DE-LB","6-3",270,"1982-10-05","in Xenia, OH","Cincinnati (College Stats)","ColeTr20",2005,2016
"1202","Andre Coleman","TE","6-3",287,"1984-07-26","in Inglewood, CA","Albany (NY)","ColeAn21",2009,2009
"1203","Antonio Coleman","DE","6-2",255,"1986-09-01","in Mobile, AL","Auburn (College Stats)","ColeAn01",2010,2011
"1204","Brandon Coleman","WR","6-6",225,"1992-06-22","in Accokeek, MD","Rutgers (College Stats)","ColeBr00",2015,2017
"1205","Corey Coleman","WR","5-11",185,"1994-07-06","in Dallas, TX","Baylor (College Stats)","ColeCo00",2016,2018
"1206","Davon Coleman","DT","6-2",276,"1991-01-11","in Cleveland, OH","Arizona St. (College Stats)","ColeDa00",2014,2015
"1207","Deandre Coleman","DT","6-5",314,"1991-01-27","in Seattle, WA","California (College Stats)","ColeDe01",2014,2017
"1208","Derrick Coleman","RB","6-0",233,"1990-10-18","in West Los Angeles, CA","UCLA (College Stats)","ColeDe00",2013,2018
"1209","Drew Coleman","DB","5-9",180,"1983-04-22","in Henderson, TX","TCU (College Stats)","ColeDr20",2006,2011
"1210","Erik Coleman","DB","5-10",207,"1982-05-06","in Sacramento, CA","Washington St. (College Stats)","ColeEr21",2004,2012
"1211","Justin Coleman","CB","5-11",190,"1993-03-27","in Brunswick, GA","Tennessee (College Stats)","ColeJu01",2015,2021
"1212","Kenyon Coleman","DE","6-5",293,"1979-04-10","in Fontana, CA","UCLA","ColeKe20",2002,2012
"1213","Kurt Coleman","LB","5-11",208,"1988-07-01","in Clayton, OH","Ohio St. (College Stats)","ColeKu99",2010,2019
"1214","Lavon Coleman","RB","5-11",216,"1994-12-10","in Lompoc, CA","Washington (College Stats)","ColeLa02",2018,2018
"1215","Shon Coleman","OT","6-5",310,"1991-11-25","in Memphis , TN","Auburn (College Stats)","ColeSh00",2016,2017
"1216","Tevin Coleman","RB","6-1",210,"1993-04-16","in Tinley Park, IL","Indiana (College Stats)","ColeTe01",2015,2021
"1217","Xavier Coleman","CB","5-11",190,"1995-01-13","in West Linn, OR","Portland St.","ColeXa00",2017,2017
"1218","Laveranues Coles","WR","5-11",200,"1977-12-29","in Jacksonville, FL","Florida St. (College Stats)","ColeLa00",2000,2009
"1219","Stacy Coley","WR","6-0",195,"1994-05-13","in Pompano Beach, FL","Miami (FL) (College Stats)","ColeSt00",2017,2018
"1220","Trevon Coley","DL","6-1",310,"1994-07-13","in Miami-Dade County, FL","Florida Atlantic (College Stats)","ColeTr01",2017,2020
"1221","Daryn Colledge","T","6-4",308,"1982-02-11","in Fairbanks, AK","Boise St.","CollDa20",2006,2014
"1222","Austin Collie","WR","6-1",200,"1985-11-11","in Hamilton, Ontario","BYU (College Stats)","CollAu00",2009,2013
"1223","L.J. Collier","DL","6-2",291,"1995-09-12","in Munday, TX","TCU (College Stats)","CollLJ00",2019,2021
"1224","Alex Collins","RB","5-10",210,"1994-08-26","in Fort Lauderdale, FL","Arkansas (College Stats)","CollAl00",2016,2021
"1225","Anthony Collins","T","6-6",308,"1985-11-02","in Beaumont, TX","Kansas","CollAn21",2008,2014
"1226","Aviante Collins","OG","6-4",292,"1993-04-21","in Houston, TX","TCU (College Stats)","CollAv00",2017,2019
"1227","Cameron Collins","LB","6-2",241,"1989-09-29","in Cherry Point, NC","Oregon St. (College Stats)","CollCa00",2012,2012
"1228","Jalen Collins","CB","6-1",203,"1993-03-20","in Kansas City, MO","LSU (College Stats)","CollJa02",2015,2016
"1229","Jamie Collins","OLB","6-3",255,"1989-10-20","in McCall Creek, MS","Southern Miss (College Stats)","CollJa00",2013,2021
"1230","Jed Collins","FB","6-1",255,"1986-03-03","in San Juan Capistrano, CA","Washington St.","CollJe01",2011,2014
"1231","Kerry Collins","QB Throws: Right","6-5",247,"1972-12-30","in Lebanon, PA","Penn St. (College Stats)","CollKe00",1995,2011
"1232","La'el Collins","OT","6-4",320,"1993-07-26","in Baton Rouge, LA","LSU (College Stats)","CollLa01",2015,2021
"1233","Landon Collins","SS","6-0",218,"1994-01-10","in New Orleans, LA","Alabama (College Stats)","CollLa00",2015,2021
"1234","Maliek Collins","DT","6-2",310,"1995-04-08","in Kansas City, KS","Nebraska (College Stats)","CollMa00",2016,2021
"1235","Nate Collins","DT","6-2",279,"1987-12-14","in White Plains, NY","Virginia (College Stats)","CollNa20",2010,2013
"1236","Nick Collins","DB","5-11",207,"1983-08-16","in Gainesville, FL","Bethune-Cookman","CollNi20",2005,2011
"1237","Nico Collins","WR","6-4",215,"1999-03-19","in Birmingham, AL","Michigan (College Stats)","CollNi00",2021,2021
"1238","Todd Collins","QB Throws: Right","6-4",223,"1971-11-05","in Walpole, MA","Michigan (College Stats)","CollTo00",1995,2010
"1239","Zaven Collins","LB","6-4",260,"1999-05-19","in Tulsa, OK","Tulsa (College Stats)","CollZa00",2021,2021
"1240","Marc Colombo","T","6-8",320,"1978-10-08","in Bridgewater, MA","Boston Col.","ColoMa20",2002,2011
"1241","Willie Colon","G","6-3",315,"1983-04-09","in Bronx, NY","Hofstra","ColoWi20",2006,2015
"1242","Trystan Colon-Castillo","C","6-3",313,"1998-03-23","in Webb City, MO","Missouri (College Stats)","ColoTr01",2020,2021
"1243","Britton Colquitt","P","6-3",210,"1985-03-20","in Knoxville, TN","Tennessee (College Stats)","ColqBr00",2010,2020
"1244","Dustin Colquitt","P","6-3",210,"1982-05-06","in Knoxville, TN","Tennessee (College Stats)","ColqDu20",2005,2021
"1245","Marques Colston","WR","6-4",225,"1983-06-05","in Harrisburg, PA","Hofstra","ColsMa00",2006,2015
"1246","Aaron Colvin","CB","6-0",191,"1991-10-02","in Tulsa, OK","Oklahoma (College Stats)","ColvAa00",2014,2019
"1247","John Cominsky","DE","6-5",285,"1995-11-22","in Barberton, OH","Charleston (WV)","ComiJo00",2019,2021
"1248","Sanders Commings","CB","6-0",216,"1990-03-08","in Augusta, GA","Georgia (College Stats)","CommSa00",2013,2013
"1249","Jonathan Compas","C","6-3",315,"1986-01-09","in Orange, CA","UC Davis","CompJo00",2009,2009
"1250","Tom Compton","T","6-6",315,"1989-05-10","in Rosemount, MN","South Dakota","CompTo00",2013,2021
"1251","William Compton","MLB","6-1",235,"1989-09-19","in Bonne Terre, MO","Nebraska","CompWi00",2013,2020
"1252","Jon Condo","LB","6-3",240,"1981-08-26","in Phillipsburg, PA","Maryland","CondJo20",2005,2019
"1253","Kevin Cone","WR","6-2",207,"1988-03-20","in Stone Mountain, GA","Georgia Tech (College Stats)","ConeKe00",2011,2013
"1254","Jack Conklin","OT","6-6",308,"1994-08-17","in Plainwell, MI","Michigan St. (College Stats)","ConkJa00",2016,2021
"1255","Tyler Conklin","TE","6-3",248,"1995-07-30","in Chesterfield, MI","Central Michigan (College Stats)","ConkTy00",2018,2021
"1256","Chris Conley","WR","6-3",205,"1992-10-25","in Adana, Turkey","Georgia (College Stats)","ConlCh00",2015,2021
"1257","Gareon Conley","CB","6-0",190,"1995-06-29","in Massillon, OH","Ohio St. (College Stats)","ConlGa00",2017,2019
"1258","T.J. Conley","P","6-3",220,"1985-08-29","in Tacoma, WA","Idaho",NA,2011,2011
"1259","Ryan Connelly","LB","6-2",234,"1995-10-23","in Eden Prairie, MN","Wisconsin (College Stats)","ConnRy00",2019,2021
"1260","James Conner","RB","6-1",233,"1995-05-05","in Erie, PA","Pittsburgh (College Stats)","ConnJa00",2017,2021
"1261","John Conner","RB","5-11",240,"1987-06-08","in Cincinnati, OH","Kentucky (College Stats)","ConnJo00",2010,2014
"1262","Kavell Conner","LB","6-1",225,"1987-02-23","in Richmond, VA","Clemson (College Stats)","ConnKa99",2010,2015
"1263","Dan Connolly","G","6-4",305,"1982-09-02","in St. Louis, MO","SE Missouri St.","ConnDa21",2005,2014
"1264","Dan Connor","MLB","6-3",233,"1985-11-02","in Wallingford, PA","Penn St. (College Stats)","ConnDa99",2008,2013
"1265","Matt Conrath","DT","6-7",290,"1989-08-11","in Oak Lawn, IL","Virginia (College Stats)","ConrMa00",2012,2013
"1266","Sean Considine","DB","6-0",212,"1982-12-17","in Dixon, IL","Iowa (College Stats)","ConsSe20",2005,2012
"1267","Chris Conte","DB","6-2",203,"1989-02-23","in Los Angeles, CA","California (College Stats)","ContCh00",2011,2018
"1268","Chris Cook","DB","6-2",200,"1987-02-15","in Lynchburg, VA","Virginia (College Stats)","CookCh99",2010,2014
"1269","Connor Cook","QB Throws: Right","6-4",215,"1993-01-29","in Hinckley, OH","Michigan St. (College Stats)","CookCo00",2016,2016
"1270","Dalvin Cook","RB","5-10",210,"1995-08-10","in Miami, FL","Florida St. (College Stats)","CookDa01",2017,2021
"1271","Emanuel Cook","DB","5-10",214,"1988-01-20","in West Palm Beach, FL","South Carolina","CookEm99",2010,2011
"1272","Erik Cook","C,G","6-6",320,"1987-07-05","in Albuquerque, NM","New Mexico","CookEr00",2011,2011
"1273","Jared Cook","TE","6-5",246,"1987-04-07","in Birmingham, AL","South Carolina (College Stats)","CookJa02",2009,2021
"1274","Kyle Cook","C","6-3",295,"1983-07-25","in Macomb, MI","Michigan St.","CookKy20",2008,2013
"1275","Ryan Cook","C","6-6",325,"1983-05-08","in Albuquerque, NM","New Mexico","CookRy20",2006,2012
"1276","Logan Cooke","P","6-5",230,"1995-07-28","in Columbia, MS","Mississippi St. (College Stats)","CookLo00",2018,2021
"1277","Brandin Cooks","WR","5-10",183,"1993-09-25","in Stockton, CA","Oregon St. (College Stats)","CookBr00",2014,2021
"1278","Chris Cooley","TE","6-3",255,"1982-07-11","in Powell, WY","Utah St. (College Stats)","CoolCh00",2004,2012
"1279","Travis Coons","K","6-2",199,"1992-02-06","in Alta Loma, CA","Washington","CoonTr00",2015,2017
"1280","Amari Cooper","WR","6-1",210,"1994-06-17","in Miami, FL","Alabama (College Stats)","CoopAm00",2015,2021
"1281","Jon Cooper","C","6-3",290,"1986-10-01","in Fort Collins, CO","Oklahoma","CoopJo21",2009,2010
"1282","Jonathan Cooper","OG","6-2",308,"1990-01-19","in Wilmington, NC","North Carolina (College Stats)","CoopJo01",2014,2018
"1283","Jonathon Cooper","OLB","6-3",254,"1998-01-08","in Gahanna, OH","Ohio St. (College Stats)","CoopJo02",2021,2021
"1284","Josh Cooper","WR","5-10",190,"1989-01-08","in Mustang, OK","Oklahoma St. (College Stats)","CoopJo00",2012,2013
"1285","Marcus Cooper","CB","6-2",197,"1990-02-01","in Bloomfield, CT","Rutgers (College Stats)","CoopMa00",2013,2018
"1286","Pharoh Cooper","WR","5-11",208,"1995-03-07","in Havelock, NC","South Carolina (College Stats)","CoopPh00",2016,2021
"1287","Riley Cooper","WR","6-3",214,"1987-09-09","in Oklahoma City, OK","Florida (College Stats)","CoopRi00",2010,2015
"1288","Stephen Cooper","LILB","6-1",235,"1979-06-19","in Wareham, MA","Maine","CoopSt20",2003,2011
"1289","Xavier Cooper","DT","6-4",300,"1991-11-30","in Tacoma, WA","Washington St. (College Stats)","CoopXa00",2015,2017
"1290","Brandon Copeland","LB","6-3",263,"1991-07-02","in Baltimore, MD","Pennsylvania","CopeBr00",2015,2021
"1291","Marquise Copeland","DL","6-2",285,"1997-05-09","in Cleveland, OH","Cincinnati (College Stats)","CopeMa01",2020,2021
"1292","Quinton Coples","DE","6-6",284,"1990-06-22","in Kinston, NC","North Carolina (College Stats)","CoplQu00",2012,2015
"1293","Terrance Copper","WR","6-0",207,"1982-03-12","in Washington, NC","East Carolina (College Stats)","CoppTe00",2004,2012
"1294","Austin Corbett","C","6-4",306,"1995-09-05","in Detroit, MI","Nevada (College Stats)","CorbAu00",2018,2021
"1295","Jim Cordle","C","6-4",297,"1987-08-22","in Augusta, GA","Ohio St.","CordJi00",2011,2013
"1296","Cody Core","WR","6-3",205,"1994-04-17","in Auburn , AL","Mississippi (College Stats)","CoreCo00",2016,2019
"1297","Jack Cornell","OL","6-6",315,"1989-06-04","in Quincy, IL","Illinois","CornJa00",2013,2013
"1298","Jashon Cornell","DE","6-3",285,"1996-12-30","","Ohio St. (College Stats)","CornJa01",2021,2021
"1299","Reggie Corner","DB","5-10",175,"1983-11-17","in Canton, OH","Akron (College Stats)","CornRe99",2008,2011
"1300","Paul Cornick","T","6-6",310,"1989-03-15","in Orono, MN","North Dakota St.","CornPa00",2014,2014
"1301","Kamalei Correa","OLB","6-3",241,"1994-04-27","in Honolulu, HI","Boise St. (College Stats)","CorrKa00",2016,2020
"1302","Jon Corto","DB","6-0",208,"1984-09-13","in Orchard Park, NY","Sacred Heart","CortJo20",2008,2010
"1303","Quan Cosby","WR","5-9",191,"1982-12-23","in Waco, TX","Texas (College Stats)","CosbQu00",2009,2012
"1304","Samuel Cosmi","OL","6-6",309,"1999-02-16","in Humble, TX","Texas (College Stats)","CosmSa00",2021,2021
"1305","Phil Costa","G/C","6-3",307,"1987-07-11","in Moorestown, NJ","Maryland","CostPh00",2010,2013
"1306","Blake Costanzo","LB","6-1",235,"1984-04-14","in Franklin Lakes, NJ","Lafayette","CostBl20",2007,2013
"1307","K.J. Costello","QB","6-5",225,"1997-06-07","in Newport Beach, CA","Stanford, Mississippi St. (College Stats)","CostKJ00",2021,2021
"1308","Doug Costin","DT","6-2",295,"1997-10-05","in West Chester, PA","Miami (OH) (College Stats)","CostDo00",2020,2020
"1309","Jerricho Cotchery","WR","6-1",205,"1982-06-16","in Birmingham, AL","North Carolina St. (College Stats)","CotcJe00",2004,2015
"1310","Brad Cottam","TE","6-8",271,"1984-11-28","in Germantown, TN","Tennessee (College Stats)","CottBr00",2008,2009
"1311","Lester Cotton","G","6-4",335,"1996-02-20","in Tuscaloosa, AL","Alabama (College Stats)","CottLe00",2019,2021
"1312","Nathan Cottrell","RB","5-11",193,"1996-08-02","in Knoxville, TN","Georgia Tech","CottNa00",2020,2020
"1313","Carter Coughlin","LB","6-3",236,"1997-07-21","in Eden Prairie, MN","Minnesota (College Stats)","CougCa00",2020,2021
"1314","Isaiah Coulter","WR","6-2",198,"1998-09-18","in Brandywine, MD","Rhode Island","CoulIs00",2020,2020
"1315","Blake Countess","CB","5-10",185,"1993-08-08","in Owings Mills, MD","Auburn, Michigan (College Stats)","CounBl00",2016,2020
"1316","Jerome Couplin","S","6-2",215,"1991-08-31","in Washington, DC","William & Mary","CoupJe00",2014,2015
"1317","Kirk Cousins","QB Throws: Right","6-3",205,"1988-08-19","in Barrington, IL","Michigan St. (College Stats)","CousKi00",2012,2021
"1318","Oniel Cousins","T","6-4",315,"1984-06-29","in Jamaica","Texas-El Paso (College Stats)","CousOn00",2008,2014
"1319","Keke Coutee","WR","5-11",180,"1997-01-14","in Lufkin, TX","Texas Tech (College Stats)","CoutKe00",2018,2021
"1320","Brandon Coutu","K","5-11",188,"1984-09-29","in Lawrenceville, GA","Georgia","CoutBr00",2011,2011
"1321","Chris Covington","LB","6-2",245,"1996-01-03","in Chicago, IL","Indiana (College Stats)","CoviCh01",2018,2019
"1322","Christian Covington","DT","6-2",289,"1993-10-16","in Vancouver, British Columbia","Rice (College Stats)","CoviCh00",2015,2021
"1323","Rashaad Coward","DT","6-5",319,"1994-11-06","in Brooklyn, NY","Old Dominion (College Stats)","CowaRa00",2017,2020
"1324","Byron Cowart","DL","6-3",300,"1996-05-20","in Seffner, FL","Maryland (College Stats)","CowaBy00",2019,2020
"1325","James Cowser","LB","6-3",231,"1990-09-13","in Fruit Heights, UT","Southern Utah","CowsJa00",2016,2017
"1326","Bryan Cox Jr.","DE","6-3",270,"1994-06-25","in Fort Lauderdale, FL","Florida (College Stats)","CoxxBr01",2017,2020
"1327","Chandler Cox","RB","6-1",240,"1996-07-29","in Sandy, UT","Auburn (College Stats)","CoxxCh01",2019,2020
"1328","Demetrious Cox","FS","6-0",200,"1994-04-20","in Jeannette, PA","Michigan St. (College Stats)","CoxxDe00",2017,2017
"1329","Derek Cox","DB","6-1",180,"1986-09-22","in Greenville, NC","William & Mary","CoxxDe99",2009,2013
"1330","Fletcher Cox","DT","6-4",310,"1990-12-13","in Yazoo City, MS","Mississippi St. (College Stats)","CoxxFl00",2012,2021
"1331","Jabril Cox","LB","6-3",233,"1998-04-16","in Kansas City, MO","North Dakota St., LSU (College Stats)","CoxxJa00",2021,2021
"1332","Jeremy Cox","RB","6-0",235,"1996-08-16","in Hope Mills, NC","Old Dominion","CoxxJe00",2020,2020
"1333","Kennard Cox","DB","6-1",195,"1985-08-17","in Miami, FL","Pittsburgh (College Stats)","CoxxKe20",2008,2011
"1334","Michael Cox","RB","November 14, 1988",NA,"","","","CoxxMi00",2013,2014
"1335","Mike Cox","RB","6-0",259,"1985-07-11","in Lewisberry, PA","Georgia Tech (College Stats)","Cox_Mi20",2008,2012
"1336","Morgan Cox","C","6-4",233,"1986-04-26","in Collierville, TN","Tennessee (College Stats)","CoxxMo00",2010,2021
"1337","Perrish Cox","DB","5-11",189,"1987-01-10","in Waco, TX","Oklahoma St. (College Stats)","CoxxPe99",2010,2016
"1338","Torrie Cox","DB","5-10",192,"1980-10-29","in Miami, FL","Pittsburgh (College Stats)","CoxxTo21",2004,2009
"1339","Brock Coyle","MLB","6-1",245,"1990-10-12","in Bozeman, MT","Montana","CoylBr00",2014,2018
"1340","Shawn Crable","DE","6-5",241,"1984-12-26","in Massillon, OH","Michigan (College Stats)","CrabSh99",2010,2010
"1341","Michael Crabtree","WR","6-1",215,"1987-09-14","in Dallas, TX","Texas Tech (College Stats)","CrabMi00",2009,2019
"1342","Tom Crabtree","TE","6-5",244,"1985-11-04","in Columbus, OH","Miami (OH) (College Stats)","CrabTo00",2010,2013
"1343","River Cracraft","WR","6-0",198,"1994-11-01","in Rancho Santa Margarita, CA","Washington St. (College Stats)","CracRi00",2018,2020
