"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","short_team_name","injury","total_injuries","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","age","bmi"
"Marcus McNeill","Los Angeles Chargers","sdg",2011,16,9,7,"knee  neck",1,16,1,0,0,0,0,0,1,0,"LAC","1",2,"OL",2006,2,50,79,336,"1983-11-16",5.07,8.19,0,98,80,336,5,31,1,28,37.8477808043583
"Scott Mruczkowski","Los Angeles Chargers","sdg",2011,16,7,6,"neck concussion",7,16,2,0,0,0,0,0,0,0,"LAC","1",2,"OL",2005,7,242,77,310,"1982-04-05",5.29,0,28,0,76,321,0,0,1,29,36.7566200033732
"Shaun Phillips","Los Angeles Chargers","sdg",2011,16,9,4,"foot head back",7,16,1,0,1,0,0,0,0,1,"LAC","1",3,"DEF",2004,4,98,75,255,"1981-05-13",4.78,6.95,0,114,75,255,4.23,33,1,30,31.8693333333333
"Bob Sanders","Los Angeles Chargers","sdg",2011,16,14,14,"knee",3,16,0,0,0,0,0,0,1,0,"LAC","1",1,"DEF",2004,2,44,68,206,"1981-02-24",4.35,6.7,15,128,68,204,3.91,41.5,1,30,31.3187716262976
"Takeo Spikes","Los Angeles Chargers","sdg",2011,16,4,0,"arm concussion back",9,14,1,0,1,0,1,0,0,0,"LAC","1",3,"DEF",1998,1,13,74,242,"1976-12-17",NA,NA,NA,NA,NA,NA,NA,NA,1,34,31.0675675675676
"Darrell Stuckey","Los Angeles Chargers","sdg",2011,16,5,2,"groin thigh",7,14,0,0,0,0,0,0,2,0,"LAC","1",2,"DEF",2010,4,110,71,212,"1987-06-16",4.46,0,17,120,71,205,0,39.5,0,24,29.5647688950605
"Mike Tolbert","Los Angeles Chargers","sdg",2011,16,6,1,"leg calf concussion hand hamstring hamstring",2,16,1,0,0,0,0,1,4,0,"LAC","1",6,"RB",NA,NA,NA,69,243,"1985-11-23",NA,NA,NA,NA,NA,NA,NA,NA,0,26,35.8809073724008
"Louis Vasquez","Los Angeles Chargers","sdg",2011,16,4,2,"ankle",10,13,0,0,0,0,0,0,0,1,"LAC","1",1,"OL",2009,3,78,76,330,"1987-04-11",5.22,0,39,0,77,333,0,0,1,24,40.1644736842105
"Shareece Wright","Los Angeles Chargers","sdg",2011,16,1,1,"leg",1,1,0,0,0,0,0,0,1,0,"LAC","1",1,"DEF",2011,3,89,71,184,"1987-04-08",4.41,0,16,113,71,185,0,34.5,0,24,25.6599880975997
"C.J. Ah You","Los Angeles Rams","ram",2011,16,5,3,"wrist calf",2,9,0,0,0,0,0,1,1,0,"LAR","1",2,"DEF",2007,7,239,76,265,"1982-07-07",4.7,7.06,26,108,76,274,4.4,36.5,0,29,32.2532894736842
"Danario Alexander","Los Angeles Rams","ram",2011,16,6,5,"hamstring",7,12,0,0,0,0,0,0,1,0,"LAR","1",1,"WR",NA,NA,NA,77,221,"1986-08-07",4.62,0,0,0,77,215,0,0,1,25,26.2039129701467
"Danny Amendola","Los Angeles Rams","ram",2011,16,15,15,"elbow elbow triceps",2,16,0,0,0,0,3,0,0,0,"LAR","1",3,"WR",NA,NA,NA,71,185,"1985-11-02",4.58,6.81,13,103,70,183,4.25,27.5,1,26,25.7994445546519
"Tim Atchison","Los Angeles Rams","ram",2011,16,1,1,"hamstring",3,3,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",NA,NA,NA,73,200,"1987-09-27",NA,NA,NA,NA,NA,NA,NA,NA,0,24,26.3839369487709
"Justin Bannan","Los Angeles Rams","ram",2011,16,2,1,"shoulder",11,12,0,1,0,0,0,0,0,0,"LAR","1",1,"DEF",2002,5,139,75,312,"1979-04-18",5,7.31,24,99,75,300,4.24,29,1,32,38.9930666666667
"Ron Bartell","Los Angeles Rams","ram",2011,16,15,15,"neck",2,16,1,0,0,0,0,0,0,0,"LAR","1",1,"DEF",2005,2,50,73,210,"1982-02-22",4.37,0,21,0,73,211,0,35.5,1,29,27.7031337962094
"Jacob Bell","Los Angeles Rams","ram",2011,16,5,4,"hamstring knee",5,16,0,0,0,0,0,0,2,0,"LAR","1",2,"OL",2004,5,138,76,300,"1981-03-02",5.22,0,26,0,77,302,0,0,1,30,36.5131578947368
"Sam Bradford","Los Angeles Rams","ram",2011,16,11,6,"hand finger toe ankle",2,16,0,0,0,0,0,2,0,2,"LAR","1",4,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1,24,27.2631578947368
"Chris Chamberlain","Los Angeles Rams","ram",2011,16,1,0,"hamstring",12,12,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",2008,7,228,74,226,"1985-09-30",NA,NA,NA,NA,NA,NA,NA,NA,1,26,29.0135135135135
"Mark Clayton","Los Angeles Rams","ram",2011,16,15,14,"knee",1,16,0,0,0,0,0,0,1,0,"LAR","1",1,"WR",2005,1,22,70,190,"1982-07-02",4.41,6.95,0,118,70,193,4.07,36.5,1,29,27.2591836734694
"Dominique Curry","Los Angeles Rams","ram",2011,16,1,0,"shoulder",12,12,0,1,0,0,0,0,0,0,"LAR","1",1,"WR",NA,NA,NA,74,227,"1987-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0,24,29.1418918918919
"Craig Dahl","Los Angeles Rams","ram",2011,16,1,0,"ankle",14,14,0,0,0,0,0,0,0,1,"LAR","1",1,"DEF",NA,NA,NA,73,207,"1985-06-17",4.55,6.69,17,122,74,216,4.26,35,0,26,27.3073747419779
"A.J. Feeley","Los Angeles Rams","ram",2011,16,4,4,"thumb",13,16,0,0,0,0,0,1,0,0,"LAR","1",1,"QB",2001,5,155,75,220,"1977-05-16",NA,NA,NA,NA,NA,NA,NA,NA,1,34,27.4951111111111
"Bradley Fletcher","Los Angeles Rams","ram",2011,16,13,12,"toe knee",2,16,0,0,0,0,0,0,1,1,"LAR","1",2,"DEF",2009,3,66,72,196,"1986-06-25",4.44,7.04,20,122,72,196,4.29,38.5,1,25,26.579475308642
"Brandon Gibson","Los Angeles Rams","ram",2011,16,1,0,"groin",10,10,0,0,0,0,0,0,1,0,"LAR","1",1,"WR",2009,6,194,72,204,"1987-08-13",4.59,0,0,0,72,210,0,0,0,24,27.6643518518519
"Gary Gibson","Los Angeles Rams","ram",2011,16,1,0,"hip",9,9,0,0,0,1,0,0,0,0,"LAR","1",1,"DEF",NA,NA,NA,75,285,"1982-05-05",NA,NA,NA,NA,NA,NA,NA,NA,0,29,35.6186666666667
"Josh Gordy","Los Angeles Rams","ram",2011,16,3,0,"hip abdomen",14,16,0,0,1,1,0,0,0,0,"LAR","1",2,"DEF",NA,NA,NA,71,195,"1987-02-09",NA,NA,NA,NA,NA,NA,NA,NA,1,24,27.1940091251736
"James Hall","Los Angeles Rams","ram",2011,16,5,1,"back  knee pectoral",1,15,0,0,2,0,0,0,1,0,"LAR","1",3,"DEF",NA,NA,NA,74,281,"1977-02-04",5.03,7.86,0,111,74,271,4.51,32,1,34,36.0743243243243
"Al Harris","Los Angeles Rams","ram",2011,16,7,7,"knee",10,16,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",1997,6,169,73,190,"1974-12-07",NA,NA,NA,NA,NA,NA,NA,NA,1,36,25.0647401013323
"Michael Hoomanawanui","Los Angeles Rams","ram",2011,16,12,8,"calf back concussion  knee",1,16,1,0,1,0,0,0,2,0,"LAR","1",4,"TE",2010,5,132,76,265,"1988-07-04",4.77,0,25,0,76,264,0,0,1,23,32.2532894736842
"Josh Hull","Los Angeles Rams","ram",2011,16,6,5,"hamstring ankle",2,16,0,0,0,0,0,0,1,1,"LAR","1",2,"DEF",2010,7,254,74,236,"1987-05-21",4.93,6.86,25,115,75,237,4.07,32.5,0,24,30.2972972972973
"Brian Jackson","Los Angeles Rams","ram",2011,16,11,11,"knee undisclosed",6,16,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",NA,NA,NA,72,198,"1987-05-04",4.65,6.76,20,120,73,202,4.22,35.5,0,24,26.8506944444444
"Steven Jackson","Los Angeles Rams","ram",2011,16,4,1,"quadriceps quadricep foot",2,9,0,0,0,0,0,0,2,1,"LAR","1",3,"RB",2004,1,24,74,240,"1983-07-22",4.55,0,0,0,73,241,0,0,1,28,30.8108108108108
"Marquis Johnson","Los Angeles Rams","ram",2011,16,6,6,"spleen",11,16,0,0,1,0,0,0,0,0,"LAR","1",1,"DEF",2010,7,211,70,192,"1988-05-18",NA,NA,NA,NA,NA,NA,NA,NA,0,23,27.5461224489796
"Donnie Jones","Los Angeles Rams","ram",2011,16,1,0,"ankle",12,12,0,0,0,0,0,0,0,1,"LAR","1",1,"P",2004,7,224,74,221,"1980-07-05",4.88,0,0,0,75,222,0,0,0,31,28.3716216216216
"Bryan Kehl","Los Angeles Rams","ram",2011,16,3,2,"ankle",8,10,0,0,0,0,0,0,0,1,"LAR","1",1,"DEF",2008,4,123,74,234,"1984-06-16",4.67,6.88,26,119,74,242,4.23,34,0,27,30.0405405405405
"Lance Kendricks","Los Angeles Rams","ram",2011,16,3,1,"foot concussion",9,11,1,0,0,0,0,0,0,1,"LAR","1",2,"TE",2011,2,47,75,250,"1988-01-30",4.65,6.94,25,122,75,243,4.15,34.5,0,23,31.2444444444444
"Justin King","Los Angeles Rams","ram",2011,16,7,3,"groin head ankle shoulder",7,15,1,1,0,0,0,0,1,1,"LAR","1",4,"DEF",2008,4,101,71,185,"1987-05-11",4.31,7.14,14,127,71,192,4.31,34,1,24,25.7994445546519
"James Laurinaitis","Los Angeles Rams","ram",2011,16,1,0,"foot",11,11,0,0,0,0,0,0,0,1,"LAR","1",1,"DEF",2009,2,35,74,255,"1986-12-03",4.72,6.93,22,115,74,244,4.24,33,1,25,32.7364864864865
"Mark LeVoir","Los Angeles Rams","ram",2011,16,5,3,"pectoral groin",11,15,0,0,1,0,0,0,1,0,"LAR","1",2,"OL",NA,NA,NA,79,310,"1982-07-29",NA,NA,NA,NA,NA,NA,NA,NA,1,29,34.9190834802115
"Ben Leber","Los Angeles Rams","ram",2011,16,1,0,"groin",3,3,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",2002,3,71,75,244,"1978-12-07",4.62,6.75,20,114,75,244,4.25,32.5,0,32,30.4945777777778
"Chris Long","Los Angeles Rams","ram",2011,16,6,0,"ankle",11,16,0,0,0,0,0,0,0,1,"LAR","1",1,"DEF",2008,1,2,75,270,"1985-03-28",4.75,7.02,0,124,75,272,4.21,34,1,26,33.744
"Brit Miller","Los Angeles Rams","ram",2011,16,5,4,"hamstring knee",12,16,0,0,0,0,0,0,2,0,"LAR","1",2,"DEF",NA,NA,NA,73,250,"1986-09-15",NA,NA,NA,NA,NA,NA,NA,NA,0,25,32.9799211859636
"Jerious Norwood","Los Angeles Rams","ram",2011,16,5,4,"illness hamstring",7,16,0,0,0,0,0,0,1,0,"LAR","1",1,"RB",2006,3,79,71,209,"1983-07-29",4.4,6.81,15,122,72,210,4.25,36.5,0,28,29.146399523904
"Austin Pettis","Los Angeles Rams","ram",2011,16,1,0,"knee",11,11,0,0,0,0,0,0,1,0,"LAR","1",1,"WR",2011,3,78,74,205,"1988-05-07",4.56,6.68,14,120,75,209,3.88,33.5,0,23,26.3175675675676
"Brady Poppinga","Los Angeles Rams","ram",2011,16,3,1,"calf illness",7,16,0,0,0,0,0,0,1,0,"LAR","1",1,"DEF",2005,4,125,75,250,"1979-09-21",4.59,7.27,26,110,75,259,4.38,35.5,1,32,31.2444444444444
"Quinn Porter","Los Angeles Rams","ram",2011,16,3,2,"abdomen",13,15,0,0,1,0,0,0,0,0,"LAR","1",1,"RB",NA,NA,NA,72,205,"1986-02-02",NA,NA,NA,NA,NA,NA,NA,NA,0,25,27.7999614197531
"Fred Robbins","Los Angeles Rams","ram",2011,16,2,1,"back",13,14,0,0,1,0,0,0,0,0,"LAR","1",1,"DEF",2000,2,55,76,325,"1977-03-25",5.09,7.72,25,94,76,312,4.72,29.5,1,34,39.5559210526316
"Rodger Saffold","Los Angeles Rams","ram",2011,16,9,7,"ankle illness head pectoral",6,16,1,0,1,0,0,0,0,1,"LAR","1",3,"OL",2010,2,33,77,325,"1988-06-06",5.21,7.42,27,113,77,316,4.67,29.5,1,23,38.5351661325687
"Greg Salas","Los Angeles Rams","ram",2011,16,10,9,"ribs ankle fibula",3,16,0,0,1,0,0,0,1,1,"LAR","1",3,"WR",2011,4,112,73,206,"1988-08-25",4.53,6.65,15,120,73,210,4.1,37,0,23,27.175455057234
"Darell Scott","Los Angeles Rams","ram",2011,16,5,2,"thumb head",4,9,1,0,0,0,0,1,0,0,"LAR","1",2,"DEF",2009,4,103,75,310,"1986-03-15",4.92,8.28,29,107,75,312,4.84,30.5,0,25,38.7431111111111
"Eugene Sims","Los Angeles Rams","ram",2011,16,6,0,"oblique  illness shoulder ankle",1,14,0,1,1,0,0,0,0,1,"LAR","1",3,"DEF",2010,6,189,77,240,"1986-03-18",NA,NA,NA,NA,NA,NA,NA,NA,0,25,28.4567380671277
"Jason Smith","Los Angeles Rams","ram",2011,16,11,10,"ankle neck head concussion",2,16,3,0,0,0,0,0,0,1,"LAR","1",4,"OL",2009,1,2,76,305,"1986-04-30",5.09,7.53,33,96,77,309,4.69,24,1,25,37.1217105263158
"Stephen Spach","Los Angeles Rams","ram",2011,16,1,0,"concussion",14,14,1,0,0,0,0,0,0,0,"LAR","1",1,"TE",NA,NA,NA,76,260,"1982-07-18",NA,NA,NA,NA,NA,NA,NA,NA,1,29,31.6447368421053
"Darian Stewart","Los Angeles Rams","ram",2011,16,4,1,"ankle neck head",9,13,2,0,0,0,0,0,0,1,"LAR","1",3,"DEF",NA,NA,NA,71,214,"1988-08-04",4.53,NA,12,122,71,213,4.32,37,1,23,29.8436818091648
"Cadillac Williams","Los Angeles Rams","ram",2011,16,4,3,"hamstring calf",3,11,0,0,0,0,0,0,2,0,"LAR","1",2,"RB",2005,1,5,71,204,"1982-04-21",4.43,6.94,19,118,71,217,4.15,35.5,0,29,28.4491172386431
"Tony Wragge","Los Angeles Rams","ram",2011,16,1,0,"knee",8,8,0,0,0,0,0,0,1,0,"LAR","1",1,"OL",NA,NA,NA,76,310,"1979-08-14",NA,NA,NA,NA,NA,NA,NA,NA,1,32,37.7302631578947
"Will Allen","Miami Dolphins","mia",2011,16,3,0,"hamstring wrist",3,15,0,0,0,0,0,1,1,0,"MIA","1",2,"DEF",2001,1,22,70,195,"1978-08-05",4.44,6.78,14,121,70,192,3.9,39.5,0,33,27.9765306122449
"Yeremiah Bell","Miami Dolphins","mia",2011,16,4,0,"toe foot",8,14,0,0,0,0,0,0,0,2,"MIA","1",2,"DEF",2003,6,213,72,205,"1978-03-03",NA,NA,NA,NA,NA,NA,NA,NA,1,33,27.7999614197531
"Reggie Bush","Miami Dolphins","mia",2011,16,4,1,"groin neck knee",3,16,1,0,0,0,0,0,2,0,"MIA","1",3,"RB",2006,1,2,72,205,"1985-03-02",4.37,0,0,0,71,201,0,0,1,26,27.7999614197531
"Vernon Carey","Miami Dolphins","mia",2011,16,4,1,"shoulder ankle foot",4,14,0,1,0,0,0,0,0,2,"MIA","1",3,"OL",2004,1,19,77,340,"1981-07-31",5.33,0,30,0,76,335,0,0,1,30,40.3137122617642
"Dan Carpenter","Miami Dolphins","mia",2011,16,3,2,"groin",10,12,0,0,0,0,0,0,1,0,"MIA","1",1,"K",NA,NA,NA,74,216,"1985-11-25",NA,NA,NA,NA,NA,NA,NA,NA,0,26,27.7297297297297
"Nolan Carroll","Miami Dolphins","mia",2011,16,5,1,"hamstring",5,10,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2010,5,145,73,202,"1987-01-16",4.42,0,0,0,71,204,0,0,0,24,26.6477763182586
"Charles Clay","Miami Dolphins","mia",2011,16,3,2,"hamstring",1,3,0,0,0,0,0,0,1,0,"MIA","1",1,"TE",2011,6,174,75,246,"1989-02-13",4.69,7.07,18,118,75,245,4.15,33.5,0,22,30.7445333333333
"Chris Clemons","Miami Dolphins","mia",2011,16,5,2,"hamstring",2,7,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2009,5,165,73,210,"1985-09-15",4.33,7.27,19,127,72,208,4.38,37.5,0,26,27.7031337962094
"Marc Colombo","Miami Dolphins","mia",2011,16,3,0,"knee ankle",7,16,0,0,0,0,0,0,1,1,"MIA","1",2,"OL",2002,1,29,80,320,"1978-10-08",5.27,7.65,30,101,80,313,4.6,29.5,1,33,35.15
"Karlos Dansby","Miami Dolphins","mia",2011,16,1,0,"groin",3,3,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2004,2,33,76,250,"1981-11-03",4.58,0,0,0,75,251,0,0,1,30,30.4276315789474
"Vontae Davis","Miami Dolphins","mia",2011,16,9,4,"hamstring hamstring disciplinary neck elbow",3,16,1,0,0,0,1,0,2,0,"MIA","1",4,"DEF",2009,1,25,71,207,"1988-05-27",4.4,6.75,25,125,71,203,4.07,36,1,23,28.8674866097996
"Anthony Fasano","Miami Dolphins","mia",2011,16,4,1,"ankle ribs concussion",10,16,1,0,1,0,0,0,0,1,"MIA","1",3,"TE",2006,2,53,76,258,"1984-04-20",4.72,6.94,19,112,76,259,4.34,33.5,1,27,31.4013157894737
"Clyde Gates","Miami Dolphins","mia",2011,16,4,1,"groin",7,16,0,0,0,0,0,0,1,0,"MIA","1",1,"WR",2011,4,111,71,189,"1986-06-13",4.31,0,16,131,72,192,0,40,0,25,26.3572703828605
"Chad Henne","Miami Dolphins","mia",2011,16,12,12,"shoulder",5,16,0,1,0,0,0,0,0,0,"MIA","1",1,"QB",2008,2,57,75,215,"1985-07-02",4.92,7.17,NA,106,75,230,4.4,25.5,1,26,26.8702222222222
"Richie Incognito","Miami Dolphins","mia",2011,16,2,1,"ankle",7,8,0,0,0,0,0,0,0,1,"MIA","1",1,"OL",2005,3,81,76,322,"1983-07-05",4.84,NA,29,NA,75,305,NA,NA,1,28,39.1907894736842
"Reshad Jones","Miami Dolphins","mia",2011,16,2,1,"knee",6,7,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2010,5,163,73,215,"1988-02-25",4.51,7.43,24,118,73,214,4.54,39.5,1,23,28.3627322199287
"Kendall Langford","Miami Dolphins","mia",2011,16,2,0,"hip hips",7,8,0,0,0,2,0,0,0,0,"MIA","1",2,"DEF",2008,3,66,78,305,"1986-01-27",4.95,7.72,24,114,77,287,4.69,27,1,25,35.2424391847469
"Jake Long","Miami Dolphins","mia",2011,16,3,2,"back biceps",14,16,0,0,1,0,1,0,0,0,"MIA","1",2,"OL",2008,1,1,79,315,"1985-05-09",5.22,7.44,37,102,79,313,4.73,27.5,1,26,35.4822945040859
"Brandon Marshall","Miami Dolphins","mia",2011,16,5,0,"knee groin quadricep",2,16,0,0,0,0,0,0,3,0,"MIA","1",3,"WR",2006,4,119,77,232,"1984-03-23",4.52,0,0,120,76,229,0,37,1,27,27.5081801315568
"Tony McDaniel","Miami Dolphins","mia",2011,16,4,3,"thumb",2,5,0,0,0,0,0,1,0,0,"MIA","1",1,"DEF",NA,NA,NA,79,305,"1985-01-20",NA,NA,NA,NA,NA,NA,NA,NA,0,26,34.3558724563371
"Koa Misi","Miami Dolphins","mia",2011,16,5,4,"neck shoulder",4,16,1,1,0,0,0,0,0,0,"MIA","1",2,"DEF",2010,2,40,75,244,"1987-01-17",4.75,7.07,0,127,75,251,4.27,38,1,24,30.4945777777778
"Marlon Moore","Miami Dolphins","mia",2011,16,9,9,"foot",8,16,0,0,0,0,0,0,0,1,"MIA","1",1,"WR",NA,NA,NA,72,190,"1987-09-03",NA,NA,NA,NA,NA,NA,NA,NA,0,24,25.7658179012346
"Matt Moore","Miami Dolphins","mia",2011,16,3,0,"ribs head neck",7,14,2,0,1,0,0,0,0,0,"MIA","1",3,"QB",NA,NA,NA,75,219,"1984-08-09",NA,NA,NA,NA,NA,NA,NA,NA,1,27,27.3701333333333
"Jared Odrick","Miami Dolphins","mia",2011,16,1,0,"knee",7,7,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2010,1,28,77,301,"1987-12-31",5.03,7.22,26,106,77,304,4.59,29,0,23,35.689492325856
"Igor Olshansky","Miami Dolphins","mia",2011,16,1,1,"calf",11,11,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2004,2,35,77,315,"1982-05-03",4.96,7.61,41,110,77,315,4.41,33.5,0,29,37.3494687131051
"Mike Pouncey","Miami Dolphins","mia",2011,16,1,0,"neck",8,8,1,0,0,0,0,0,0,0,"MIA","1",1,"OL",2011,1,15,77,298,"1989-07-24",5.12,7.66,NA,96,77,303,4.64,25,1,22,35.3337831000169
"Jason Taylor","Miami Dolphins","mia",2011,16,2,0,"ankle hip",2,8,0,0,0,1,0,0,0,1,"MIA","1",2,"DEF",1997,3,73,78,244,"1974-09-01",NA,NA,NA,NA,NA,NA,NA,NA,1,37,28.1939513477975
"Daniel Thomas","Miami Dolphins","mia",2011,16,8,3,"hamstring  knee",1,16,0,0,0,0,0,0,2,0,"MIA","1",2,"RB",2011,2,62,72,225,"1987-10-29",4.62,0,21,0,72,230,0,0,1,24,30.5121527777778
"Cameron Wake","Miami Dolphins","mia",2011,16,1,0,"hamstring",6,6,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",NA,NA,NA,75,263,"1982-01-30",4.65,7.12,20,130,75,236,4.11,45.5,1,29,32.8691555555556
"Roberto Wallace","Miami Dolphins","mia",2011,16,15,14,"quadricep quadriceps",2,16,0,0,0,0,0,0,2,0,"MIA","1",2,"WR",NA,NA,NA,76,225,"1986-05-10",NA,NA,NA,NA,NA,NA,NA,NA,0,25,27.3848684210526
"Jimmy Wilson","Miami Dolphins","mia",2011,16,1,1,"hamstring",16,16,0,0,0,0,0,0,1,0,"MIA","1",1,"DEF",2011,7,235,71,193,"1986-07-30",NA,NA,NA,NA,NA,NA,NA,NA,0,25,26.9150962110692
"Will Yeatman","Miami Dolphins","mia",2011,16,2,2,"shoulder",5,6,0,1,0,0,0,0,0,0,"MIA","1",1,"TE",NA,NA,NA,77,268,"1988-04-10",NA,NA,NA,NA,NA,NA,NA,NA,1,23,31.7766908416259
"Husain Abdullah","Minnesota Vikings","min",2011,16,10,7,"pelvis concussion",5,16,1,0,0,1,0,0,0,0,"MIN","1",2,"DEF",NA,NA,NA,72,204,"1985-07-27",4.63,7.07,16,115,72,204,0,32.5,1,26,27.6643518518519
"Asher Allen","Minnesota Vikings","min",2011,16,9,4,"toe  shoulder head",1,16,1,1,0,0,0,0,0,1,"MIN","1",3,"DEF",2009,3,86,70,190,"1988-01-22",4.48,6.93,22,115,69,194,4.3,35,1,23,27.2591836734694
"Jared Allen","Minnesota Vikings","min",2011,16,2,0,"shoulder eye",3,6,1,1,0,0,0,0,0,0,"MIN","1",2,"DEF",2004,4,126,78,270,"1982-04-03",4.72,7.11,13,120,78,265,4.34,33,1,29,31.198224852071
"Adrian Awasom","Minnesota Vikings","min",2011,16,1,1,"knee",2,2,0,0,0,0,0,0,1,0,"MIN","1",1,"DEF",NA,NA,NA,77,280,"1983-10-25",4.93,7.57,23,107,76,279,4.4,32.5,0,28,33.1995277449823
"Remi Ayodele","Minnesota Vikings","min",2011,16,1,0,"ankle",8,8,0,0,0,0,0,0,0,1,"MIN","1",1,"DEF",NA,NA,NA,74,318,"1983-04-22",NA,NA,NA,NA,NA,NA,NA,NA,1,28,40.8243243243243
"Christian Ballard","Minnesota Vikings","min",2011,16,1,0,"hamstring",11,11,0,0,0,0,0,0,1,0,"MIN","1",1,"DEF",2011,4,106,76,298,"1989-01-03",4.75,7.54,0,111,76,283,4.51,31.5,0,22,36.2697368421053
"Lorenzo Booker","Minnesota Vikings","min",2011,16,2,1,"concussion",8,9,1,0,0,0,0,0,0,0,"MIN","1",1,"RB",2007,3,71,71,191,"1984-06-14",4.46,0,26,121,70,191,0,35.5,0,27,26.6361832969649
"Stephen Burton","Minnesota Vikings","min",2011,16,3,3,"knee",14,16,0,0,0,0,0,0,1,0,"MIN","1",1,"WR",2011,7,236,74,221,"1989-12-11",4.5,7.04,19,117,73,221,4.31,34.5,0,21,28.3716216216216
"Greg Camarillo","Minnesota Vikings","min",2011,16,1,0,"concussion",14,14,1,0,0,0,0,0,0,0,"MIN","1",1,"WR",NA,NA,NA,74,200,"1982-04-18",NA,NA,NA,NA,NA,NA,NA,NA,0,29,25.6756756756757
"Chris Cook","Minnesota Vikings","min",2011,16,5,2,"hamstring  groin disciplinary legal undisclosed",1,9,0,0,0,0,0,0,3,0,"MIN","1",3,"DEF",2010,2,34,74,200,"1987-02-15",4.45,6.88,7,132,74,212,4.23,38,1,24,25.6756756756757
"Chad Greenway","Minnesota Vikings","min",2011,16,1,0,"elbow",13,13,0,0,0,0,1,0,0,0,"MIN","1",1,"DEF",2006,1,17,75,237,"1983-01-12",4.76,7,16,117,74,242,4.22,33.5,1,28,29.6197333333333
"Everson Griffen","Minnesota Vikings","min",2011,16,1,0,"quadriceps",13,13,0,0,0,0,0,0,1,0,"MIN","1",1,"DEF",2010,4,100,75,273,"1987-12-22",4.65,NA,32,NA,75,273,NA,NA,0,23,34.1189333333333
"Letroy Guion","Minnesota Vikings","min",2011,16,1,0,"ankle",14,14,0,0,0,0,0,0,0,1,"MIN","1",1,"DEF",2008,5,152,76,295,"1987-06-21",5.31,0,26,0,75,303,0,0,0,24,35.9046052631579
"Percy Harvin","Minnesota Vikings","min",2011,16,6,0,"ribs rib illness finger",6,13,0,0,2,0,0,1,0,0,"MIN","1",3,"WR",2009,1,22,71,200,"1988-05-28",4.39,0,19,0,71,192,0,0,1,23,27.8912914104344
"E.J. Henderson","Minnesota Vikings","min",2011,16,10,0,"knee shoulder",2,14,0,1,0,0,0,0,1,0,"MIN","1",2,"DEF",2003,2,40,73,245,"1980-08-03",4.8,0,20,0,73,245,0,0,1,31,32.3203227622443
"Erin Henderson","Minnesota Vikings","min",2011,16,3,1,"hamstring illness",10,15,0,0,0,0,0,0,1,0,"MIN","1",1,"DEF",NA,NA,NA,75,242,"1986-07-01",4.73,7.16,23,113,75,244,4.5,31,1,25,30.2446222222222
"Anthony Herrera","Minnesota Vikings","min",2011,16,8,4,"knee back",8,16,0,0,1,0,0,0,1,0,"MIN","1",2,"OL",NA,NA,NA,74,315,"1980-06-14",5.2,0,0,0,74,315,0,0,1,31,40.4391891891892
"Steve Hutchinson","Minnesota Vikings","min",2011,16,4,2,"knee illness concussion",7,16,1,0,0,0,0,0,1,0,"MIN","1",2,"OL",2001,1,17,77,313,"1977-11-01",5.15,0,31,106,77,315,4.74,33.5,1,34,37.1123292292123
"Michael Jenkins","Minnesota Vikings","min",2011,16,8,5,"groin knee",2,16,0,0,0,0,0,0,2,0,"MIN","1",2,"WR",2004,1,29,76,214,"1982-06-18",4.4,0,0,0,76,218,0,0,1,29,26.0460526315789
"Charlie Johnson","Minnesota Vikings","min",2011,16,2,0,"elbow achilles",5,11,0,0,0,0,1,0,0,1,"MIN","1",2,"OL",2006,6,199,76,305,"1984-05-02",NA,NA,NA,NA,NA,NA,NA,NA,1,27,37.1217105263158
"Tyrell Johnson","Minnesota Vikings","min",2011,16,6,5,"hip hamstring",4,16,0,0,0,1,0,0,1,0,"MIN","1",2,"DEF",2008,2,43,71,200,"1985-05-19",4.41,0,27,127,72,207,0,32,1,26,27.8912914104344
"Jim Kleinsasser","Minnesota Vikings","min",2011,16,1,0,"elbow",4,4,0,0,0,0,1,0,0,0,"MIN","1",1,"TE",1999,2,44,75,272,"1977-01-31",NA,NA,NA,NA,NA,NA,NA,NA,1,34,33.9939555555556
